Mascot_ID,name,team,date_unveiled,mhof_nominated_year,mhof_inducted_date,history,student_pro,image_file,image_url,character_type,maker,variety,sub_variety,current_character,selection_process,performer_type,year_retired,website
196,Champ,208,01-Jan-63,,,"Champ the Bulldog is the official mascot of Louisiana Tech University. He was first seen in 1963 and has been a proud member of the university and community of Ruston ever since. Throughout the years, Champ has become a beloved character among all Tech fans and is most known for his laid-back personality and style of dance. Furthermore, Champ is the university's biggest fan and represents all of the students, faculty, clubs, and sports teams that Tech has to offer. Whether itâ€™s a football game, basketball game, or Rock the Railroad, Champ is always there ready to energize the crowd, make people laugh, and be the face of Louisiana Tech.",0,C:\MHOF\DIV-I\Conference USA\ltu.jpg,,1,24,2,,1,Tryouts,,,
197,Roary the Panther,207,,,,,0,C:\MHOF\DIV-I\Conference USA\fiu.jpg,,1,,6,2,1,,,,
198,Owlsley the Owl,206,,,,,0,C:\MHOF\DIV-I\Conference USA\fau.jpg,,1,,10,41,1,,,,
199,Blaze the Dragon,205,,,,,0,C:\MHOF\DIV-I\Conference USA\uab.jpg,,1,,18,,1,,,,
200,Buster Bronco,229,01-Jan-88,,,,0,C:\MHOF\DIV-I\Mid-America\buster.jpg,,1,,1,,1,"Based on height, spirit and integrity of being a mascot",,,https://wmubroncos.com/sports/2005/6/8/122326.aspx
201,Zippy,218,01-Jan-53,,,,0,C:\MHOF\DIV-I\Mid-America\zippy.png,,1,,25,,1,,,,
202,huskies,227,,,,,0,C:\MHOF\DIV-I\Mid-America\niu.jpeg,,1,,2,,1,,,,
203,ROCKY THE ROCKET,228,20-Oct-66,,,,0,C:\MHOF\DIV-I\Mid-America\rocky.jpg,http://www.utoledo.edu/mascot/rocky.html,3,,3,,1,,,,
204,Freddie the Falcon,219,,,,,0,C:\MHOF\DIV-I\Mid-America\freddie.jpg,,1,4,10,28,1,,,,
205,Victor E. Bull,220,,,,,0,C:\MHOF\DIV-I\Mid-America\vicktor.jpeg,,1,,16,,1,,,,
206,Flash,221,,,,,0,C:\MHOF\DIV-I\Mid-America\kentstate.png,,1,,10,,1,,,,
207,Swoop the Redhawk,222,,,,,0,C:\MHOF\DIV-I\Mid-America\redhawk.jpg,,1,,10,24,1,,,,
208,Rufus the Bobcat,223,,,,,0,C:\MHOF\DIV-I\Mid-America\ohio.jpg,,1,,6,4,1,,,,
209,Charlie Cardinal,224,01-Jan-27,,,,0,C:\MHOF\DIV-I\Mid-America\charlie.jpg,,1,,10,21,1,,,,
210,Rowdie,225,,,,,0,C:\MHOF\DIV-I\Mid-America\rowdie.jpg,,3,,3,,1,,,,
211,Swoop the Eagle,226,,,,,0,C:\MHOF\DIV-I\Mid-America\emu.jpg,,1,,10,23,1,,,,
215,Butch T. Cougar,241,01-Jan-27,,,,0,c:\mhof\DIV-I\pac12\butch.jpg,,1,,6,11,1,Try Outs,,,https://wsucougars.com/sports/2013/4/18/208263626.aspx
216,Harry the Husky,240,,,,,0,c:\mhof\DIV-I\pac12\harry.jpg,,1,,2,,1,,,,
217,Swoop,239,,,,,0,c:\mhof\DIV-I\pac12\utah.png,,1,,10,,1,,,,
218,Stanford Tree,238,,,,,0,c:\mhof\DIV-I\pac12\tree.jpg,,1,,7,,1,,,,
219,Traveler,237,,,,,0,c:\mhof\DIV-I\pac12\traveler.jpg,,2,,1,,1,,,,
220,NO MASCOT,236,,,,,0,c:\mhof\DIV-I\pac12\osu.png,,5,,,,1,,,,
221,The Oregon Duck,235,,,,,0,c:\mhof\DIV-I\pac12\duck.jpg,https://goducks.com/sports/2003/8/28/153778.aspx,1,,10,36,1,,,,
222,Chip,234,,,,,0,c:\mhof\DIV-I\pac12\chip.jpg,,1,,16,,1,,,,
223,Joe Bruin,233,01-Jan-63,,,"Originally, UCLA students were Cubs, a nod to the school’s fledgling status that didn’t sit well for long. So in 1924, students adopted the more ferocious Grizzly. In 1926, however, as UCLA looked to enter the Pacific Coast Conference, the University of Montana – already a member – pressed its case for Grizzly ownership. Once again, UCLA was in search of a moniker. After considering everything from Buccaneers to Gorillas, students remained in a quandary. At the time, UC Berkeley was using both Bears and Bruins. Berkeley’s student leaders voted to give the Bruin name up and finally, UCLA had its mascot.

UCLA’s earliest mascots were live bears, which entertained the home crowd at the Los Angeles Memorial Coliseum. The bears were given a variety of names, but Joe Bruin stood the test of time. In 1961, alumni presented the campus with the first Josephine Bruin, a little Himalayan bear. Josephine lived in the Rally Committee chair’s backyard, until she grew too big, and was moved to the San Diego Zoo.

Costumed student mascots took over the job in the mid-1960s. Several students were selected to take turns playing Joe, who was joined in 1967 by a costumed Josephine – or Josie, as she is more popularly called today. Joe’s costumes and depiction have evolved over the years, from a Mickey Mouse-looking Bruin in the 1930s to a smiling Joe in the 1970s. The current design was unveiled in 1996.

Joe Bruin has been on the final team for the Capital One Bowl National Mascot of the Year team four times: 2005, 2007, 2008 and 2010.",0,c:\mhof\DIV-I\pac12\joeii.jpg,,1,19,5,,1,Students audition during Spring Quarter to be a mascot for the following school year.,A team of performers,,
224,Oski,232,,,,,0,c:\mhof\DIV-I\pac12\oski.jpg,,1,,5,,1,,,,
225,NO MASCOT,231,,,,,0,c:\mhof\DIV-I\pac12\sparky.jpg,,5,,,,1,,,,
226,Wilbur the Wildcat,230,,,,,0,c:\mhof\DIV-I\pac12\wilbur.jpg,,1,,6,8,1,,,,
227,Bruno the Bear,245,,,,,0,c:\mhof\DIV-I\ivy league\brown.jpg,,1,,5,,1,,,,
228,Lion,246,,,,,0,c:\mhof\DIV-I\ivy league\columbia.jpg,,1,,6,3,1,,,,
229,Touchdown,247,,,,,0,c:\mhof\DIV-I\ivy league\cornell.jpg,,1,,5,,1,,,,
230,Dartmouth College Keggy the Keg,248,,,,,0,c:\mhof\DIV-I\ivy league\keggy.jpeg,,1,,7,,1,,,,
231,NO MASCOT,249,,,,,0,c:\mhof\DIV-I\ivy league\harvard.png,,5,,,,1,,,,
232,Quaker,250,,,,,0,c:\mhof\DIV-I\ivy league\pennstate.png,,3,,3,,1,,,,
233,The Tiger,251,,,,,0,c:\mhof\DIV-I\ivy league\princeton.jpg,,1,,6,1,1,,,,
234,Handsome Dan,252,,,,,0,c:\mhof\DIV-I\ivy league\yale.jpg,,1,,2,,1,,,,
235,Ace the Warhawk,303,,,,,0,c:\mhof\DIV-I\sun belt\ace.jpg,,1,,10,24,1,,,,
236,Yosef,296,,,,,0,c:\mhof\DIV-I\sun belt\app_state.jpg,,3,,3,,1,,,,
237,Howl,297,,,,,0,c:\mhof\DIV-I\sun belt\howl.jpg,,1,,17,,1,,,,
238,Chauncey the Chanticleer,298,,,,,0,c:\mhof\DIV-I\sun belt\ccu.jpg,,1,,10,,1,,,,
239,Gus the Eagle,299,,,,,0,c:\mhof\DIV-I\sun belt\gus.jpg,,1,,10,23,1,,,,
240,Pounce,300,,,,,0,c:\mhof\DIV-I\sun belt\pounce.jpg,,1,,6,2,1,,,,
241,The Trojan,301,,,,,0,c:\mhof\DIV-I\sun belt\trojan.jpg,,3,,3,,1,,,,
242,Cayenne,302,,,,,0,c:\mhof\DIV-I\sun belt\cayenne.jpg,,1,,7,,1,,,,
244,South Paw,304,,,,,0,c:\mhof\DIV-I\sun belt\southpaw.jpg,,1,,6,6,1,,,,
245,Boko the Bobcat,305,,,,,0,c:\mhof\DIV-I\sun belt\texstate.jpg,,1,,6,4,1,,,,
246,Blaze,306,,,,,0,c:\mhof\DIV-I\sun belt\blaze.jpg,,1,,1,,1,,,,
247,T-Roy,307,,,,,0,c:\mhof\DIV-I\sun belt\troy.jpg,,3,,3,,1,,,,
248,Knightro,253,,,,,0,c:\mhof\DIV-I\aac\knightro.png,,3,,3,,1,,,,
249,The Bearcat,254,,,,,0,c:\mhof\DIV-I\aac\bearcat.png,,1,,6,12,1,,,,
250,Jonathan the Husky,255,,,,,0,c:\mhof\DIV-I\aac\uconn.jpg,,1,,2,,1,,,,
251,PeeDee the Pirate,256,,,,,0,c:\mhof\DIV-I\aac\peedee.jpg,,3,,3,,1,,,,
252,Shasta,257,,,,,0,c:\mhof\div-i\aac\houston.jpg,,1,,6,11,1,,,,
253,Pouncer,258,,,,,0,c:\mhof\DIV-I\aac\pouncer.jpg,,1,,6,1,1,,,,
254,Rocky the Bull,259,,,,,0,c:\mhof\DIV-I\aac\thebull.jpg,,1,,16,,1,,,,
255,Peruna,260,,,,,0,c:\mhof\DIV-I\aac\smu.jpg,,1,,1,,1,,,,
256,"Hooter
Hooter the Owl",261,,,,,0,c:\mhof\DIV-I\aac\hooter.jpg,,1,,10,41,1,,,,
257,Riptide the Pelican,262,03-Oct-13,,,,0,c:\mhof\DIV-I\aac\riptide.jpg,,1,,10,26,1,,,,
258,Captain Cane,263,,,,,0,c:\mhof\DIV-I\aac\cap-cane.jpg,,3,,3,,1,,,,
259,WuShock,264,01-Jan-54,,,,0,c:\mhof\DIV-I\aac\wsu.jpg,,1,,7,,1,,,,
260,Bruiser,268,,,,,0,c:\mhof\DIV-I\big12\bruiser.jpg,,1,,5,,1,,,,
261,Cy the Cardinal,269,,,,,0,c:\mhof\DIV-I\big12\cy.jpg,,1,,10,21,1,,,,
262,Big Jay,270,,,,"KAMILLE RATZLAFF
kratzlaff@kuathletics.com
864-3002",0,c:\mhof\DIV-I\big12\big jay.jpg,,1,,10,24,1,,,,
263,Willie the Wildcat,271,,,,,0,c:\mhof\DIV-I\big12\kstate.jpg,,1,,6,8,1,,,,
264,Boomer,272,01-Jan-05,,,,0,c:\mhof\DIV-I\big12\boomer2.jpg,http://www.soonersports.com/ViewArticle.dbml?DB_OEM_ID=31000&ATCLID=209078567,1,29,1,,1,Tryouts and Interviews,,,
265,Pistol Pete,273,,,,,0,c:\mhof\DIV-I\big12\pete.jpg,,3,,3,,1,,,,
266,Horned Frog,274,,,,,0,c:\mhof\DIV-I\big12\superfrog.jpg,,1,,21,,1,,,,
267,Hook 'em,275,,,,,0,c:\mhof\DIV-I\big12\hookem.jpg,,1,,16,,1,,,,
268,Raider Red,276,,,,,0,c:\mhof\DIV-I\big12\raiderred.jpg,,3,,3,,1,,,,
269,West Virginia Mountaineer,277,,,,,0,c:\mhof\DIV-I\big12\wv.jpg,,4,,3,,1,,,,
270,Little Jay,270,,,,,0,c:\mhof\DIV-I\big12\baby jay.jpg,,1,,10,24,1,,,,
271,The Bird,285,01-Jan-61,,,Please contact me at the aforementioned email address for pictures and a full background and awards.,0,c:\mhof\DIV-I\mountainwest\thebird.jpg,,1,29,10,28,1,Tryouts are held every year after Basic Training concludes and before the Academic school year begins.,,,
272,Buster Bronco,286,,,,,0,c:\mhof\DIV-I\mountainwest\buster.jpg,,1,,1,,1,,,,
273,Bulldog,287,,,,,0,c:\mhof\DIV-I\mountainwest\fresno.jpg,,1,,2,,1,,,,
274,CAM the Ram,288,,,,,0,c:\mhof\DIV-I\mountainwest\cam.jpg,,1,,14,,1,,,,
275,Alphie,289,,,,,0,c:\mhof\DIV-I\mountainwest\alphie.jpg,,1,,17,,1,,,,
276,Hey Reb!,290,,,,,0,c:\mhof\DIV-I\mountainwest\reb.jpg,,3,,3,,1,,,,
277,Lobo Louie,291,,,,,0,c:\mhof\DIV-I\mountainwest\lobo.jpg,,1,,17,,1,,,,
278,Aztec Warrior,292,,,,,0,c:\mhof\DIV-I\mountainwest\aztec.jpg,,4,,3,,1,,,,
279,Sammy the Spartan,293,,,,,0,c:\mhof\DIV-I\mountainwest\sammy.jpg,,3,,3,,1,,,,
280,Big Blue,294,,,,,0,c:\mhof\DIV-I\mountainwest\utahstate.jpeg,,1,,16,,1,,,,
281,Pistol Pete,295,,,,,0,c:\mhof\DIV-I\mountainwest\pistolpete2.jpg,,3,,3,,1,,,,
288,Rodney the Raven,308,,,,,0,c:\mhof\DIV-II\sac\au.jpg,,1,,10,29,1,,,,
289,Eagles,309,,,,,0,c:\mhof\DIV-II\sac\cn.jpg,,1,,10,23,1,,,,
290,Catawba Indian,310,,,,,0,c:\mhof\DIV-II\sac\catawba.jpg,,4,,3,,1,,,,
291,Striker,311,,,,,0,c:\mhof\DIV-II\sac\coker.jpg,,1,,21,,1,,,,
292,Joe Bear,312,,,,,0,c:\mhof\DIV-II\sac\lr.jpg,,1,,5,,1,,,,
293,Railsplitters,313,,,,,0,c:\mhof\DIV-II\sac\lmu.jpg,,3,,3,,1,,,,
294,Mountain Lion,314,,,,,0,c:\mhof\DIV-II\sac\mars hill.jpg,,1,,6,5,1,,,,
295,Wolves,315,,,,,0,c:\mhof\DIV-II\sac\newberry.gif,,1,,17,,1,,,,
296,Rex the Royal,316,,,,,0,c:\mhof\DIV-II\sac\rex.jpg,,1,,6,3,1,,,,
297,Pioneer,317,,,,,0,c:\mhof\DIV-II\sac\pioneer.jpg,,3,,3,,1,,,,
298,Victor E. Bulldog,318,,,,,0,c:\mhof\DIV-II\sac\wingate.jpg,,1,,2,,1,,,,
299,Baxter The Bearcat,320,,,,,0,c:\mhof\DIV-I\amereast\baxter.jpg,,1,,6,12,1,,,,
300,Wolfie the Seawolf,326,,,,,0,c:\mhof\DIV-I\amereast\wolfie.jpg,,1,,6,13,1,,,,
301,"Damien, the Great Dane",319,,,,,0,c:\mhof\DIV-I\amereast\damian.jpg,,1,,2,,1,,,,
302,Howie the Hawk,321,,,,,0,c:\mhof\DIV-I\amereast\hartford.jpg,,1,,10,24,1,,,,
303,Bananas the Bear,322,,,,,0,c:\mhof\DIV-I\amereast\maine.jpg,,1,,5,,1,,,,
304,True Grit,323,,,,,0,c:\mhof\DIV-I\amereast\truegrit.jpeg,,1,,2,,1,,,,
305,Rowdy the River Hawk,324,22-Oct-94,,,,0,c:\mhof\DIV-I\amereast\rowdie.jpg,,1,,10,24,1,,,,
306,Wild E. Cat,325,,,,,0,c:\mhof\DIV-I\amereast\unh.jpg,,1,,6,8,1,,,,
307,Rally the Catamount,327,,,,,0,c:\mhof\DIV-I\amereast\rally.jpg,,1,,6,,1,,,,
308,Will E. Wildcat,329,,,,,0,c:\mhof\DIV-I\at10\davidson.jpg,,1,,6,8,1,,,,
309,Rudy Flyer,330,,,,,0,c:\mhof\DIV-I\at10\dayton.jpg,,3,,3,,1,,,,
310,Duke,331,,,,,0,c:\mhof\DIV-I\at10\duke.jpg,,3,,3,,1,,,,
311,The Ram,332,,,,,0,c:\mhof\DIV-I\at10\fordham.jpg,,1,,14,,1,,,,
312,The Patriot,333,,,,,0,c:\mhof\DIV-I\at10\gmason.jpg,,3,,3,,1,,,,
313,GW George,334,,,,,0,c:\mhof\DIV-I\at10\gwash.jpg,,3,,3,,1,,,,
314,The Explorer,335,,,,,0,c:\mhof\DIV-I\at10\lasalle.jpg,,3,,3,,1,,,,
315,Sam the Minuteman,336,,,,,0,c:\mhof\DIV-I\at10\umass.jpg,,3,,3,,1,,,,
316,Rhody the Ram,337,,,,,0,c:\mhof\DIV-I\at10\rhody.jpg,,1,,14,,1,,,,
317,Azul the Eagle,339,,,,,0,c:\mhof\DIV-I\atlsun\azul.jpg,,1,,10,23,1,,,,
318,DUNK'N the Dolphin,340,,,,,0,c:\mhof\DIV-I\atlsun\jacksonville.jpg,,1,,11,,1,,,,
319,Scrappy the Owl,341,,,,"Scrappy is a horned owl that lives in Kennesaw, Georgia and loves everything Kennesaw State. He plans to start competing in the near future and is proud to be supported by an All-Girl and Coed cheer group that are both national champions.",0,c:\mhof\DIV-I\atlsun\kennesaw.jpg,,1,19,10,41,1,An interview process to get on the team and events are decided by availability and importance.,,,
320,Lu the Bison,342,,,,,0,c:\mhof\DIV-I\atlsun\lu.jpg,,1,,16,,1,,,,
321,The NJIT Highlander,343,,,,,0,c:\mhof\DIV-I\atlsun\njit.jpg,,3,,3,,1,,,,
322,Ozzie the Osprey,344,,,,,0,c:\mhof\DIV-I\atlsun\ozzie.jpg,,1,,10,42,1,,,,
323,Sparty,345,,,,,0,c:\mhof\DIV-I\atlsun\upstate.jpg,,3,,3,,1,,,,
324,Hatter,346,,,,,0,c:\mhof\DIV-I\atlsun\hatter.jpg,,3,,3,,1,,,,
325,"Hink, The Bulldog",352,01-Jan-22,,,"Butler University adopted the Bulldog nickname during the 1919 football season, when ""Shimmy,"" a live english bulldog belonging to one of the fraternities began attending games.   The costumed mascot, at the time simply called ""The Butler Bulldog,"" began roaming the sidelines in 1922, with a female student donning the costume.      In the 1980s, the mascot costume was updated using a design created by the Walt Disney Company.    

The current Hink costume was acquired in 2008 after the previous version was stolen and vandalized in the summer of that year after nearly a decade of use. The case of the missing mascot costume case garnered much media and public attention which not only assisted in justice being served, but also initiated a contest to name Butlerâ€™s costumed Bulldog.

The name â€œHinkâ€ was chosen in honor of Butler legend and former athletic director, basketball, football, and baseball coach Paul D. â€œTonyâ€ Hinkle.

Yes, minor league baseball (Indianapolis Indians, AAA of Pittsburgh Pirates)",0,c:\mhof\DIV-I\bigeast\butler.jpg,https://butlersports.com/sports/2017/6/26/hink-and-cheerleading-squad-appearances.aspx?path=cheer,1,4,2,,1,Auditions,A team of performers,,
326,Billy Bluejay,353,,,,,0,c:\mhof\DIV-I\bigeast\billy.jpg,,1,,10,22,1,,,,
327,DIBS,354,01-Jan-98,,,"In 1900, DePaul’s first athletics team wore the letter ‘D’ on their uniforms. They were nicknamed the ‘D-men’ by the student body which eventually morphed into ‘Demons’. Blue and scarlet were chosen as DePaul’s colors to signify loyalty, courage, and passion. DIBS embodies these qualities that are valued by DePaul and instilled in our DePaul students.

DIBS is the iconic spirit of DePaul University and its athletics program. DIBS, which stands for Demon in Blue Suit, is loyal, faithful, and the coolest shade of blue! DIBS’ favorite place to be is where DePaul fans gather -- Wintrust Arena, McGrath-Phillips Arena, Wish Field, and Cacciatore stadium. He loves taking photos with fans, dancing on the Jumbotron, participating in contests, and cheering on our Blue Demons to a victory.

When he is not at DePaul athletics events, DIBS spends his time spreading Demon pride on campus. On Thursdays, the DePaul community is encouraged to wear blue to support our Blue Demons. DIBS takes this tradition so seriously that he joins the ‘spirit police’ in providing blue t-shirts to students on these days. DIBS is also committed to engaging with the Chicago community. He often joins our student-athletes for their volunteer opportunities and community service events. He has even designed his own program, the DIBS Summer Challenge, which rewards children with free tickets to DePaul Athletics events upon completion of fun and educational summer activities.

DIBS is a proud supporter of the DePaul ‘Wintrust Reads’ program, and like the DIBS Summer Challenge, it also encourages elementary school age children to strengthen their reading skills with the reward of free game tickets along with visiting DIBS “live” during the basketball season.

On March 3, DIBS will be celebrating his 21st birthday at this season’s Men’s Basketball Senior Day with DePaul fans and students. He has many fun activities planned, including a limited-edition tee shirt for kids and beverage promotions for adults. DIBS cannot wait to celebrate this special birthday surrounded by his beloved fans at Wintrust Arena.",0,c:\mhof\DIV-I\bigeast\dibs.jpg,,1,,24,,1,,,,
328,Jack the Bulldog,355,,,,,0,c:\mhof\DIV-I\bigeast\jack.jpg,,1,,2,,1,,,,
329,Golden Eagle,356,01-Jan-94,,,"Interested students go through a tryout process 

A team of performers

https://gomarquette.com/images/2018/8/27/Eagle3.jpg?width=1416&height=797&mode=crop&quality=80&format=jpg

The Golden Eagle was unveiled in 1994. The Golden Eagle mascot has gone through multiple changes throughout the 25 years with the most recent update coming in the summer of 2018.",0,c:\mhof\DIV-I\bigeast\marq.jpg,https://gomarquette.com/documents/2019/3/28//Mascot_Request_Form.pdf?id=10218,1,19,10,23,1,Interested students go through a tryout process,,,https://gomarquette.com/documents/2019/3/28//Mascot_Request_Form.pdf?id=10218
330,Friar,357,,,,,0,c:\mhof\DIV-I\bigeast\friar.jpg,,3,,3,,1,,,,
331,Johnny Thunderbird,358,02-Sep-09,,,"Johnny is coming up on his 10th birthday this September. He was chosen by our student body way back in 2009. The student-chosen name ""Johnny"" is, in fact, a reference to the first days of St. John's athletics. At the turn of the century during the early years of intercollegiate competition, St. John's teams were actually known as the ""Johnnies."" It wasn't until the 1920s that ""Redmen"" was first used and that came about when a reporter used the term after the football team took the field clad in totally red uniforms.",0,c:\mhof\DIV-I\bigeast\stjohns.jpg,,1,19,10,43,1,Tryouts,A team of performers,,
332,Pirate,359,,,,,0,c:\mhof\DIV-I\bigeast\seton.jpg,,3,,3,,1,,,,
333,Will D. Cat,360,01-Jan-50,,,"Will D. Cat has been an active supporter of Villanova Athletics for nearly 70 years. He has been to many of the major championships that Villanova has won, including the 2016 and 2018 NCAA Men's Basketball Championship. He regularly attends UCA Mascot Nationals and in 2018, placed 3rd. Will D. Cat is one cool cat and never shies away from the spotlight!",0,c:\mhof\DIV-I\bigeast\vill.jpg,https://docs.google.com/forms/d/1m6r2p2XPG4qfhvwvzpzH9fSunYJraR_AoClvhZeLMao/viewform?ts=57daf8a4&edit_requested=true,1,30,6,8,1,"Performers are selected based on a two-round tryout that involves improv, dling the Will D. Cat walk, and trying on the suit to interact with people.",A team of performers,,https://docs.google.com/forms/d/1m6r2p2XPG4qfhvwvzpzH9fSunYJraR_AoClvhZeLMao/viewform?ts=57daf8a4&edit_requested=true
334,D'Artagnan the Musketeer,361,,,,,0,c:\mhof\DIV-I\bigeast\dart.jpg,,3,,3,,1,,,,
335,The Blue Blob,361,,,,,0,c:\mhof\DIV-I\bigeast\blue.jpg,,1,,7,,1,,,,
336,Swoop,362,,,,,0,c:\mhof\DIV-I\bigsky\swoop.jpg,,1,,10,23,1,,,,
337,Joe Vandal,363,,,,,0,c:\mhof\DIV-I\bigsky\idaho.jpg,,3,,3,,1,,,,
338,Benny the Bengal,364,,,,,0,c:\mhof\DIV-I\bigsky\benny.jpg,,1,,6,7,1,,,,
339,Monte,365,,,,,0,c:\mhof\DIV-I\bigsky\monty.jpg,,1,,5,,1,,,,
340,Champ,366,,,,,0,c:\mhof\DIV-I\bigsky\champ.png,,1,,6,4,1,,,,
341,The Fighting Hawk,367,22-Sep-18,,,"A recent arrival to our Grand Forks campus has North Dakota school spirit soaring sky high. Our Fighting Hawk was migrating north when it spied the perfect perch on top of The Ralph. Scanning the locale, the bright green hawk was instantly impressed by the determination and resiliency of University of North Dakota students and athletic teams. Raptors use that same intense determination when stalking their prey and so The Fighting Hawk developed an instant bond with everything North Dakotaâ€¦ and forever pledging lifelong loyalty to our alma mater. Just like the North Dakota faithful, this is one tough and hard-working bird who is ready to team up with all of us to continue building our championship legacy. So, whether on the ice, court or fieldâ€¦ the new mascot is prepared to cheer our student-athletes onto victory and see to it that we soar above each and every opponent!",0,C:\MHOF\DIV-I\Summit\nd-hawks.jpg,,1,4,10,24,1,recruited,,,
342,Louie the Lumberjack,368,,,,,0,c:\mhof\DIV-I\bigsky\nau.jpg,,3,,3,,1,,,,
343,Klawz,369,,,,,0,c:\mhof\DIV-I\bigsky\klawz.png,,1,,5,,1,,,,
344,Victor E. Viking,370,,,,,0,c:\mhof\DIV-I\bigsky\victor.jpg,,3,,3,,1,,,,
345,Herky the Hornet,371,,,,,0,c:\mhof\DIV-I\bigsky\herky-2.jpg,,1,,15,,1,,,,
346,Thor,372,,,,,0,c:\mhof\DIV-I\bigsky\utah.jpg,,1,,10,43,1,,,,
347,Waldo the wildcat,373,,,,,0,c:\mhof\DIV-I\bigsky\weber.jpg,,1,,6,8,1,,,,
348,Gaylord the Camel,401,,,,,0,c:\mhof\DIV-I\bigsouth\camel.jpg,,1,,1,,1,,,,
349,Bucky,402,,,,,0,c:\mhof\DIV-I\bigsouth\bucky.jpg,,3,,3,,1,,,,
350,Mack,403,,,,,0,c:\mhof\DIV-I\bigsouth\mack and lulu.jpg,,1,,2,,1,,,,
351,Prowler the Panther,404,,,,,0,c:\mhof\DIV-I\bigsouth\prowler.jpeg,,1,,6,2,1,,,,
353,Elwood,406,,,,,0,c:\mhof\DIV-I\bigsouth\elwood.jpeg,,1,,1,,1,,,,
354,Scotty the Scotsman,407,,,,,0,c:\mhof\DIV-I\bigsouth\scotty.jpg,,3,,3,,1,,,,
355,The Highlander,408,,,,,0,c:\mhof\DIV-I\bigsouth\ru.jpg,,3,,3,,1,,,,
356,Rocky the Bulldog,409,,,,,0,c:\mhof\DIV-I\bigsouth\asheville.jpg,,1,,2,,1,,,,
357,Winthrop Eagle,410,,,,,0,c:\mhof\DIV-I\bigsouth\winthrop.jpg,,1,,10,23,1,,,,
358,Musty the Mustang,411,,,,,0,c:\mhof\DIV-I\bigwest\musty.png,,1,,1,,1,,,,
359,Tuffy the Titan,412,,,,,0,c:\mhof\DIV-I\bigwest\tuffy.jpg,,1,,12,,1,,,,
360,Prospector Pete,415,,,,,0,c:\mhof\DIV-I\bigwest\pete.jpg,,3,,3,,1,,,,
361,Matty the Matador,413,,,,,0,c:\mhof\DIV-I\bigwest\matty.jpg,,3,,3,,1,,,,
362,Gunrock the Mustang,416,,,,,0,c:\mhof\DIV-I\bigwest\gunrock.jpg,,1,,1,,1,,,,
363,Peter the Anteater,417,01-Jan-65,,,,0,c:\mhof\DIV-I\bigwest\peter.jpg,,1,,23,,1,,,,
364,Scotty Highlander,418,,,,,0,c:\mhof\DIV-I\bigwest\scotty.png,,1,,5,,1,,,,
365,Olé,419,,,,,0,c:\mhof\DIV-I\bigwest\ucsb.jpg,,3,,3,,1,,,,
366,Vili the Warrior,414,,,,,0,c:\mhof\DIV-I\bigwest\hawaii.jpg,,4,,3,,1,,,,
367,Cosmo the Cougar,567,01-Jan-53,,,,0,C:\MHOF\DIV-I\WestCoast\cosmo.jpg,https://universe.byu.edu/2018/04/10/byus-cosmo-the-cougar-mascot-dancer-and-fan-favorite1/,1,,6,11,1,,,,
372,Magnus,426,,,,,0,c:\mhof\div-i\horizon\magnus.jpg,,3,,3,,1,,,,
373,Jawz the Jaguar,429,,,,,0,c:\mhof\div-i\horizon\jawz.jpg,,1,,6,6,1,,,,
374,Norse,431,,,,,0,c:\mhof\div-i\horizon\nku.jpg,,3,,3,,1,,,,
375,Grizz,432,,,,,0,c:\mhof\div-i\horizon\oakland.jpg,,1,,5,,1,,,,
376,Tommy Titan,427,,,,,0,c:\mhof\div-i\horizon\udm.jpg,,3,,3,,1,,,,
377,Sparky D. Dragon,433,,,,,0,c:\mhof\div-i\horizon\sparky.png,,1,,18,,1,,,,
378,Phlash the Phoenix,428,,,,,0,c:\mhof\div-i\horizon\phlash.jpg,,1,,10,38,1,,,,
379,Pounce The Panther,430,,,,,0,c:\mhof\div-i\horizon\pounce.jpg,,1,,6,2,1,,,,
380,Rowdy Raider,434,01-Jan-86,,,2013 NCA collegiate Mascot Champion. 5x All American. 4x NCA Best All Around Mascot.,0,c:\mhof\div-i\horizon\rowdy.jpg,,1,4,17,,1,Try out,,,
381,Pete the Penguin,435,,,,,0,c:\mhof\div-i\horizon\pete.jpg,,1,,10,35,1,,,,
382,Petey,436,,,,,0,c:\mhof\DIV-I\metro-aac\petey.jpg,,1,,10,39,1,,,,
383,Lucas The Stag,437,,,,,0,c:\mhof\DIV-I\metro-aac\lucas.jpg,,1,,14,,1,,,,
384,Killian,438,,,,,0,c:\mhof\DIV-I\metro-aac\iona.jpg,,3,,3,,1,,,,
385,NO MASCOT,439,,,,,0,c:\mhof\DIV-I\metro-aac\jaspers.png,,5,,,,1,,,,
386,The Red Fox,440,,,,,0,c:\mhof\DIV-I\metro-aac\marist.jpg,,1,,20,,1,,,,
387,Shadow,441,,,,,0,c:\mhof\DIV-I\metro-aac\monmouth.jpg,,1,,10,24,1,,,,
388,Monte,442,,,,,0,c:\mhof\DIV-I\metro-aac\niagra.png,,1,,10,23,1,,,,
389,Boomer the Bobcat,443,,,,,0,c:\mhof\DIV-I\metro-aac\quinipac.jpg,,1,,6,4,1,,,,
390,Bronc,444,,,,,0,c:\mhof\DIV-I\metro-aac\bronc.jpg,,1,,1,,1,,,,
391,Peacock,445,,,,,0,c:\mhof\DIV-I\metro-aac\stpete.jpg,,1,,10,44,1,,,,
